#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2NI
#Serial Number: SN:210321AD15AA
#Date Time: 2022-03-14 15:26:03.245
#Start: 0.5 Hz
#Stop: 100000 Hz
#Steps: 151
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.52613 V
#Offset: -2.49971 V
#Relative: no
#Channel: Channel 2
#Range: 5.56343 V
#Offset: -1.66998 V
#Relative: yes
#Power Supplies: OFF
#Positive Supply: Rdy
#Voltage: 3.3 V
#Negative Supply: Rdy
#Voltage: -1 V

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
0.5,0.0131269847119004,5.605348828456399,258.3211700160144
0.5423881646535187,0.01372359011193723,6.276381424908905,257.3965524597058
0.5883698423124237,0.01347315522308689,6.943983664109679,256.3939117490636
0.6382496778186314,0.01301858936393748,7.61039537191949,255.3311672669106
0.6923581426854929,0.01343577406373549,8.264806085106986,254.1790756259358
0.751053724588207,0.01367980590794514,8.910969626658796,252.9610101848825
0.814725302471172,0.01351372287902474,9.549987872642394,251.6563595752162
0.8837947230082438,0.01344858613652962,10.17816914845106,250.2529795601809
0.9587195954858106,0.01464050505860998,10.79447477645265,248.7760840389602
1.039996323625825,0.0126328879533851,11.40264150041521,247.1943070269919
1.128163394435634,0.01253008115506904,11.99324142428683,245.5251646531776
1.223804945874455,0.01368030346997976,12.5679897401582,243.7691946751374
1.327554636973486,0.01239764271574412,13.12684037802917,241.9181547773395
1.440099846050634,0.01168464043059236,13.66619087140656,239.9712791344738
1.562186224834437,0.01238943320638028,14.18333025713722,237.952889969103
1.694622638669915,0.01160667843930534,14.67944882652585,235.8738615537797
1.838286525536956,0.0116933019855683,15.1515430259442,233.7116073616415
1.994129709386563,0.01211688251833319,15.59736795667955,231.5042562452969
2.163184706310465,0.01026598228657032,16.01891580856552,229.2695845659271
2.346571565324588,0.01161981382356803,16.40889630492642,226.9809472427002
2.54550528908907,0.01142416921596149,16.77359884960187,224.6846086011678
